Last Scraped;Experiences Offered;Host Since;Host Response Rate;Host Acceptance Rate;Host Listings Count;Host Total Listings Count;Neighbourhood;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Zipcode;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Calendar Updated;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Calendar last Scraped;Number of Reviews;First Review;Last Review;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;License;Jurisdiction Names;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
2017-04-08;none;2016-02-09;93.0;;1.0;1.0;Cortes;Cortes;Centro;28012;40.41386287795414;-3.700469503865315;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;;73.0;;;;40.0;3;15;2;1125;today;;5;24;31;306;2017-04-08;40;2016-03-23;2017-03-21;87.0;9.0;9.0;9.0;9.0;9.0;9.0;;;flexible;1.0;3.14;40.413862878,-3.70046950387
2017-04-08;none;2012-06-01;100.0;;36.0;36.0;Almenara;Almenara;Tetuán;28029;40.47220850248359;-3.6934401368297984;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;484.0;52.0;364.0;1100.0;150.0;;2;0;2;1125;today;;9;25;44;185;2017-04-08;5;2014-03-15;2016-06-22;72.0;8.0;8.0;10.0;9.0;7.0;8.0;;;moderate;26.0;0.13;40.4722085025,-3.69344013683
2017-04-08;none;2014-07-01;100.0;;16.0;16.0;Malasaña;Universidad;Centro;28004;40.42715782944217;-3.705230053081665;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;;99.0;;;100.0;30.0;4;0;1;365;yesterday;;5;29;56;331;2017-04-08;22;2016-12-09;2017-04-02;91.0;9.0;9.0;9.0;9.0;9.0;9.0;;;strict;16.0;5.45;40.4271578294,-3.70523005308
2017-04-08;none;2013-09-14;100.0;;2.0;2.0;;Palacio;Centro;28005;40.41371725486757;-3.7081841874446235;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;;60.0;360.0;;;;2;15;3;365;today;;4;22;42;317;2017-04-08;31;2013-12-09;2016-10-31;87.0;9.0;9.0;10.0;10.0;10.0;9.0;;;flexible;2.0;0.76;40.4137172549,-3.70818418744
2017-04-08;none;2015-08-08;100.0;;10.0;10.0;Sol;Sol;Centro;28005;40.414402666702415;-3.7060260933647884;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;;73.0;;;200.0;35.0;2;12;1;1125;today;;0;12;37;300;2017-04-08;54;2016-05-27;2017-03-24;98.0;10.0;9.0;10.0;10.0;10.0;10.0;;;moderate;10.0;5.11;40.4144026667,-3.70602609336
2017-04-08;none;2013-10-07;100.0;;15.0;15.0;;Cortes;Centro;28012;40.41428602245605;-3.7004596291584537;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;;120.0;;;150.0;50.0;4;10;2;1125;today;;11;33;52;327;2017-04-08;14;2016-12-11;2017-04-02;99.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;15.0;3.53;40.4142860225,-3.70045962916
2017-04-08;none;2014-02-22;100.0;;9.0;9.0;Fuencarral-el Pardo;Valverde;Fuencarral - El Pardo;28050;40.5036200815524;-3.674099453716194;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;;100.0;;;175.0;40.0;3;10;2;120;2 weeks ago;;7;19;34;99;2017-04-08;31;2016-08-10;2017-04-03;90.0;10.0;9.0;9.0;10.0;9.0;9.0;;;moderate;6.0;3.84;40.5036200816,-3.67409945372
2017-04-08;none;2012-05-19;100.0;;1.0;1.0;Sol;Sol;Centro;28013;40.41984028726439;-3.7022010730163633;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;;45.0;;;;;1;10;1;15;5 days ago;;13;17;20;295;2017-04-07;0;;;;;;;;;;;;moderate;1.0;;40.4198402873,-3.70220107302
2017-04-04;none;2014-04-23;;;1.0;1.0;;Sydney;;2011;-33.874128890205675;151.2233474363451;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;150.0;699.0;3600.0;300.0;60.0;1;0;14;28;6 weeks ago;;0;0;0;14;2017-04-04;0;;;;;;;;;;;;strict;1.0;;-33.8741288902,151.223347436
2017-04-08;none;2012-09-16;;;1.0;1.0;Vila de Gràcia;la Vila de Gràcia;Gràcia;08012;41.40753579520531;2.1522351883648683;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;29.0;150.0;500.0;;20.0;1;5;3;1125;3 months ago;;0;0;0;0;2017-04-08;8;2016-07-19;2016-08-31;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;0.91;41.4075357952,2.15223518836
2017-04-08;none;2017-01-23;100.0;;1.0;1.0;Hispanoamérica;Hispanoamérica;Chamartín;28036;40.457668679546046;-3.687591021453073;Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;;100.0;;;;;1;0;1;5;today;;4;11;30;276;2017-04-07;6;2017-02-20;2017-04-02;90.0;9.0;10.0;10.0;10.0;10.0;9.0;;;flexible;1.0;3.75;40.4576686795,-3.68759102145
2017-03-15;none;2012-11-20;97.0;;68.0;68.0;;Palma de Mallorca;;07003;39.573358680736106;2.646995981821449;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;;79.0;;;100.0;95.0;1;0;1;1125;yesterday;;23;53;81;216;2017-03-15;12;2015-07-17;2017-01-16;88.0;9.0;9.0;9.0;9.0;10.0;9.0;;;super_strict_60;63.0;0.59;39.5733586807,2.64699598182
2017-04-08;none;2011-10-30;90.0;;3.0;3.0;;Universidad;Centro;28004;40.4250915657997;-3.7029339340650154;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;;69.0;590.0;1301.0;;20.0;2;15;5;1125;7 weeks ago;;25;55;85;360;2017-04-08;2;2015-05-13;2016-03-13;80.0;4.0;10.0;10.0;10.0;10.0;10.0;;;strict;3.0;0.09;40.4250915658,-3.70293393407
2017-04-08;none;2015-11-16;100.0;;2.0;2.0;;Embajadores;Centro;28005;40.409840749504;-3.709212163450047;Apartment;Entire home/apt;5;1.0;1.0;5.0;Real Bed;;70.0;;;200.0;40.0;2;15;2;30;3 days ago;;3;23;50;140;2017-04-08;1;2017-03-20;2017-03-20;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;1.0;40.4098407495,-3.70921216345
2017-04-08;none;2012-08-30;100.0;;1.0;1.0;;Simancas;San Blas - Canillejas;28037;40.43491379983797;-3.617772919075065;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;15.0;;;;;1;0;1;1125;yesterday;;5;12;18;18;2017-04-08;13;2017-01-04;2017-04-01;98.0;10.0;10.0;10.0;10.0;9.0;10.0;;;moderate;1.0;4.11;40.4349137998,-3.61777291908
2017-04-08;none;2013-10-06;;;1.0;1.0;Almagro;Almagro;Chamberí;28010;40.430854098790114;-3.6950799620675143;Apartment;Entire home/apt;3;1.5;1.0;2.0;Real Bed;;95.0;760.0;2495.0;300.0;15.0;2;25;1;1125;17 months ago;;0;0;0;0;2017-04-08;3;2015-09-17;2015-09-21;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;flexible;1.0;0.16;40.4308540988,-3.69507996207
2017-04-08;none;2015-10-04;100.0;;1.0;1.0;;Goya;Salamanca;28009;40.42324702964071;-3.6751486035533656;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;;180.0;;;;50.0;1;0;4;1125;4 days ago;;1;14;36;290;2017-04-08;3;2017-02-20;2017-02-28;100.0;8.0;10.0;8.0;10.0;10.0;10.0;;;strict;1.0;1.88;40.4232470296,-3.67514860355
2017-04-08;none;2013-05-08;100.0;;15.0;15.0;Recoletos;Recoletos;Salamanca;28014;40.42047168293949;-3.691378576303282;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;85.0;450.0;1700.0;300.0;30.0;2;20;3;1125;today;;6;12;19;187;2017-04-07;20;2013-08-17;2016-08-01;94.0;10.0;10.0;10.0;9.0;10.0;9.0;;;strict;15.0;0.45;40.4204716829,-3.6913785763
2017-02-18;none;2015-08-03;100.0;;1.0;1.0;;Dublin City;;;53.33725197995614;-6.311803376826696;House;Private room;2;1.0;1.0;1.0;Real Bed;;42.0;;;;;1;0;3;1125;4 weeks ago;;1;1;1;49;2017-02-18;2;2016-08-28;2017-01-07;100.0;8.0;8.0;6.0;8.0;10.0;10.0;;;flexible;1.0;0.34;53.33725198,-6.31180337683
2017-04-08;none;2016-01-20;50.0;;1.0;1.0;Castilla;Castilla;Chamartín;28046;40.468249048059924;-3.685942064949456;Apartment;Entire home/apt;6;2.0;4.0;6.0;Real Bed;;58.0;;;100.0;50.0;1;0;7;1125;2 weeks ago;;0;0;0;33;2017-04-08;0;;;;;;;;;;;;flexible;1.0;;40.4682490481,-3.68594206495
2017-04-08;none;2014-03-29;100.0;;2.0;2.0;Malasaña;Universidad;Centro;28004;40.42365380981157;-3.7054138706405735;Apartment;Entire home/apt;6;1.0;1.0;2.0;Real Bed;;54.0;415.0;1320.0;188.0;29.0;4;10;4;59;today;;6;31;37;37;2017-04-07;36;2015-12-29;2017-04-02;99.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;2.31;40.4236538098,-3.70541387064
2017-04-08;none;2016-12-15;100.0;;1.0;1.0;Malasaña;Universidad;Centro;28004;40.42263220959227;-3.7018508962872185;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;35.0;;;;8.0;2;5;1;30;3 weeks ago;;3;21;44;67;2017-04-08;39;2016-12-21;2017-04-04;79.0;9.0;9.0;9.0;9.0;10.0;8.0;;;strict;1.0;10.73;40.4226322096,-3.70185089629
2017-04-08;none;2015-07-13;100.0;;2.0;2.0;;Puerta del Angel;Latina;28011;40.40883444799657;-3.7363209277641856;Loft;Entire home/apt;4;1.0;1.0;3.0;Real Bed;;90.0;500.0;1100.0;100.0;15.0;1;0;4;1125;3 weeks ago;;7;33;41;304;2017-04-07;19;2015-09-21;2017-03-25;98.0;10.0;9.0;10.0;10.0;9.0;10.0;;;moderate;2.0;1.01;40.408834448,-3.73632092776
2017-04-08;none;2014-09-30;100.0;;1.0;1.0;Embajadores;Embajadores;Centro;28012;40.40740933455318;-3.7004318556978566;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;48.0;220.0;;;;1;0;2;1125;a week ago;;0;0;0;189;2017-04-08;16;2015-08-29;2017-03-12;85.0;9.0;8.0;10.0;9.0;9.0;8.0;;;flexible;1.0;0.81;40.4074093346,-3.7004318557
2017-04-03;none;2013-06-03;100.0;;2.0;2.0;Central Business District;Melbourne;;3000;-37.81544041329777;144.96767147234516;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;;190.0;;5800.0;400.0;60.0;1;0;2;1125;a week ago;;26;56;86;361;2017-04-03;78;2014-07-07;2017-01-27;96.0;10.0;10.0;10.0;10.0;10.0;9.0;;;strict;2.0;2.34;-37.8154404133,144.967671472
2017-04-08;none;2015-07-28;93.0;;2.0;2.0;Embajadores;Embajadores;Centro;28012;40.41197098844046;-3.703324452549679;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;30.0;;;;10.0;1;0;2;1125;yesterday;;0;4;10;10;2017-04-07;2;2017-03-20;2017-03-28;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;2.0;2.0;40.4119709884,-3.70332445255
2017-04-08;none;2016-08-14;100.0;;2.0;2.0;;Justicia;Centro;28004;40.42057418780577;-3.7012057209680966;House;Private room;2;1.0;1.0;2.0;Real Bed;;80.0;;;;;1;0;1;1125;2 months ago;;0;1;28;303;2017-04-08;6;2016-10-09;2017-02-05;100.0;10.0;10.0;10.0;9.0;10.0;10.0;;;flexible;2.0;0.99;40.4205741878,-3.70120572097
2017-04-08;none;2015-02-26;100.0;;1.0;1.0;;Almagro;Chamberí;28010;40.43295529319728;-3.6931001866674977;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;;65.0;;;100.0;15.0;2;15;1;1125;5 months ago;;23;53;83;358;2017-04-08;3;2016-09-25;2016-10-29;93.0;10.0;10.0;10.0;10.0;10.0;9.0;;;strict;1.0;0.46;40.4329552932,-3.69310018667
2017-04-08;none;2012-06-06;100.0;;10.0;10.0;Palacio;Palacio;Centro;28013;40.42225588856126;-3.711996705274997;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;;90.0;575.0;1450.0;150.0;40.0;2;10;3;38;today;;8;17;30;299;2017-04-08;13;2013-09-21;2016-12-06;92.0;9.0;9.0;10.0;10.0;9.0;9.0;VT-257;;strict;6.0;0.3;40.4222558886,-3.71199670527
2017-04-08;none;2011-05-10;100.0;;1.0;1.0;Malasaña;Universidad;Centro;28004;40.427074406228655;-3.7069843803130937;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;;75.0;500.0;1550.0;100.0;30.0;1;25;2;90;2 weeks ago;;11;41;71;346;2017-04-08;25;2015-03-08;2017-03-19;88.0;9.0;9.0;10.0;10.0;10.0;9.0;;;strict;1.0;0.98;40.4270744062,-3.70698438031
2017-04-08;none;2016-10-14;100.0;;1.0;1.0;;Cortes;Centro;28014;40.412038561187565;-3.6951086098192176;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;;54.0;;;;;1;0;1;1125;2 months ago;;0;0;0;69;2017-04-08;13;2016-11-01;2017-02-28;88.0;9.0;10.0;10.0;10.0;10.0;9.0;;;moderate;1.0;2.45;40.4120385612,-3.69510860982
2017-04-08;none;2013-03-17;98.0;;12.0;12.0;La Latina;Palacio;Centro;28005;40.41101614187871;-3.709288898589216;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;;89.0;;;90.0;15.0;2;15;1;1125;3 days ago;;8;16;26;282;2017-04-08;130;2014-06-08;2017-04-04;97.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;8.0;3.76;40.4110161419,-3.70928889859
2017-04-08;none;2016-06-22;100.0;;4.0;4.0;;Embajadores;Centro;28012;40.40660949053751;-3.701961655930962;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;49.0;;;100.0;15.0;1;0;1;1125;today;;3;27;57;332;2017-04-08;26;2016-10-30;2017-04-03;92.0;9.0;10.0;10.0;10.0;10.0;9.0;;;strict;2.0;4.84;40.4066094905,-3.70196165593
2017-04-08;none;2014-11-11;100.0;;4.0;4.0;Palacio;Palacio;Centro;28013;40.41991169548964;-3.7094509092963817;Apartment;Entire home/apt;10;4.5;5.0;8.0;Real Bed;;400.0;;;500.0;70.0;7;50;1;1125;today;;3;13;26;148;2017-04-08;18;2016-07-25;2017-03-30;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;4.0;2.09;40.4199116955,-3.7094509093
2017-06-15;none;2014-09-17;;;1.0;1.0;Valby;Valby;;2500;55.66312528317739;12.513229311413832;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;;524.0;;;;200.0;1;0;2;10;22 months ago;;0;0;0;0;2017-06-15;1;2015-08-24;2015-08-24;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;flexible;1.0;0.05;55.6631252832,12.5132293114
2017-04-08;none;2014-12-23;76.0;;3.0;3.0;;Embajadores;Centro;;40.410979284505615;-3.696394631039013;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;35.0;;;250.0;;1;12;2;1125;2 months ago;;30;60;90;90;2017-04-08;0;;;;;;;;;;;;strict;3.0;;40.4109792845,-3.69639463104
2017-03-15;none;2014-03-09;50.0;;1.0;1.0;;Pollença;;07460;39.866331151996576;3.0091320157957866;Villa;Entire home/apt;6;1.0;3.0;4.0;Real Bed;;110.0;770.0;;100.0;30.0;1;0;5;1125;2 weeks ago;;16;40;54;265;2017-03-15;0;;;;;;;;;;;;strict;1.0;;39.866331152,3.0091320158
2017-04-08;none;2012-08-07;;;1.0;1.0;Cortes;Cortes;Centro;28012;40.41256340791366;-3.6989994033357387;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;50.0;300.0;650.0;300.0;20.0;1;0;1;1125;15 months ago;;0;0;0;0;2017-04-08;0;;;;;;;;;;;;flexible;1.0;;40.4125634079,-3.69899940334
2017-04-08;none;2014-09-19;75.0;;164.0;164.0;Arapiles;Arapiles;Chamberí;28015;40.43655767139603;-3.705954024563584;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;;90.0;;1800.0;200.0;50.0;1;10;2;1125;today;;15;16;22;255;2017-04-08;0;;;;;;;;;;;;strict;145.0;;40.4365576714,-3.70595402456
2017-06-03;none;2013-08-19;100.0;;3.0;3.0;The Annex;Annex;;M6G 2R8;43.66902689536309;-79.41700411351069;House;Private room;2;1.5;1.0;1.0;Real Bed;;49.0;343.0;1200.0;250.0;50.0;1;25;10;1125;4 days ago;;0;6;22;208;2017-06-03;21;2013-10-08;2017-02-11;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;3.0;0.47;43.6690268954,-79.4170041135
2017-04-08;none;2013-10-09;100.0;;1.0;1.0;Malasaña;Universidad;Centro;28004;40.423083201658756;-3.70569063798506;Apartment;Entire home/apt;5;2.5;3.0;3.0;Real Bed;1076.0;73.0;650.0;2300.0;;;2;10;2;9;5 days ago;;3;13;30;36;2017-04-07;343;2013-11-18;2017-04-02;96.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;8.31;40.4230832017,-3.70569063799
2017-04-08;none;2016-11-17;40.0;;1.0;1.0;Rios Rosas;Rios Rosas;Chamberí;28003;40.44288088688725;-3.7037029084957163;House;Private room;2;1.0;0.0;1.0;Real Bed;;90.0;;;;;1;0;1;1125;3 days ago;;3;11;14;14;2017-04-08;0;;;;;;;;;;;;flexible;1.0;;40.4428808869,-3.7037029085
2017-04-08;none;2012-05-22;0.0;;1.0;1.0;Malasaña;Universidad;Centro;28004;40.422248833333924;-3.701926069601208;Apartment;Entire home/apt;5;2.0;3.0;3.0;Real Bed;;120.0;770.0;2800.0;;20.0;2;20;4;1125;2 weeks ago;;0;0;4;38;2017-04-08;3;2013-01-07;2014-08-02;100.0;10.0;10.0;10.0;10.0;10.0;9.0;;;moderate;1.0;0.06;40.4222488333,-3.7019260696
2017-04-08;none;2017-02-23;;;26.0;26.0;Sol;Sol;Centro;28013;40.41920719873037;-3.7057662328450944;Apartment;Private room;1;3.0;1.0;1.0;Real Bed;;37.0;;;200.0;30.0;1;0;7;1125;today;;0;0;0;250;2017-04-08;0;;;;;;;;;;;;strict;26.0;;40.4192071987,-3.70576623285
2017-03-15;none;2013-03-21;96.0;;147.0;147.0;;Santa Margalida;;07450;39.74386414302821;3.1250350550234574;House;Entire home/apt;6;2.0;3.0;5.0;Real Bed;;147.0;;;;;1;0;7;1125;today;;25;52;58;224;2017-03-15;0;;;;;;;;;;;;strict;129.0;;39.743864143,3.12503505502
2017-04-08;none;2016-11-10;100.0;;1.0;1.0;Castillejos;Castillejos;Tetuán;28020;40.458781122447675;-3.6938817125527774;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;160.0;;;;;1;0;2;1125;a week ago;;0;0;0;66;2017-04-08;0;;;;;;;;;;;;strict;1.0;;40.4587811224,-3.69388171255
2017-04-08;none;2014-09-19;75.0;;164.0;164.0;Ibiza;Ibiza;Retiro;28009;40.417988291980244;-3.678031878504997;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;;130.0;;;200.0;70.0;2;10;2;1125;today;;14;35;61;336;2017-04-08;1;2016-12-20;2016-12-20;100.0;10.0;10.0;8.0;10.0;10.0;8.0;;;strict;145.0;0.27;40.417988292,-3.6780318785
2017-04-08;none;2014-07-02;100.0;;6.0;6.0;Embajadores;Embajadores;Centro;28012;40.407835920535724;-3.6986838903690717;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;34.0;265.0;;150.0;35.0;1;0;2;1125;5 days ago;;0;10;24;114;2017-04-08;104;2015-02-23;2017-04-04;87.0;10.0;10.0;10.0;10.0;9.0;9.0;;;moderate;5.0;4.02;40.4078359205,-3.69868389037
2017-04-08;none;2014-11-15;100.0;;1.0;1.0;Argüelles;Argüelles;Moncloa - Aravaca;28008;40.42527836244109;-3.7162083213438;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;;60.0;350.0;1200.0;100.0;12.0;2;10;2;1125;2 weeks ago;;8;27;52;327;2017-04-08;35;2015-01-01;2017-03-19;92.0;9.0;10.0;10.0;10.0;10.0;9.0;;;strict;1.0;1.27;40.4252783624,-3.71620832134
2017-04-08;none;2016-01-17;;;1.0;1.0;;Palos de Moguer;Arganzuela;28012;40.40324322471976;-3.699899162780479;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;40.0;;;;10.0;1;5;2;1125;6 months ago;;28;58;88;363;2017-04-08;1;2016-10-08;2016-10-08;;;;;;;;;;flexible;1.0;0.16;40.4032432247,-3.69989916278
2017-04-08;none;2015-05-16;100.0;;2.0;2.0;Palacio;Palacio;Centro;28013;40.41667714412228;-3.7102841398122255;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;31.0;250.0;902.0;;15.0;1;0;1;1125;6 days ago;;1;1;9;234;2017-04-08;88;2015-06-06;2016-11-20;84.0;9.0;9.0;9.0;9.0;10.0;9.0;;;strict;2.0;3.92;40.4166771441,-3.71028413981
2017-03-05;none;2015-05-24;100.0;;24.0;24.0;;Tower Hamlets;;E1 5JX;51.51910157219798;-0.06540783851717406;House;Private room;2;1.0;1.0;1.0;Real Bed;;79.0;;;;14.0;2;59;1;90;today;;30;60;90;365;2017-03-04;0;;;;;;;;;;;;strict;24.0;;51.5191015722,-0.0654078385172
2017-04-08;none;2013-03-19;100.0;;1.0;1.0;Justicia;Justicia;Centro;28004;40.42173981699505;-3.6986513335351265;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;69.0;440.0;1336.0;;33.0;1;0;3;365;2 months ago;;13;40;65;340;2017-04-07;90;2013-05-01;2017-02-27;90.0;9.0;9.0;10.0;10.0;10.0;9.0;;;strict;1.0;1.88;40.421739817,-3.69865133354
2017-05-08;none;2012-12-11;100.0;;1.0;1.0;Weißensee;Weißensee;Pankow;13086;52.55652384178037;13.429811763111218;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;35.0;;;;;1;10;2;1125;3 days ago;;6;6;6;133;2017-05-08;4;2017-03-25;2017-04-23;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;flexible;1.0;2.67;52.5565238418,13.4298117631
2017-04-08;none;2016-03-20;100.0;;1.0;1.0;;Goya;Salamanca;28009;40.42557810688086;-3.67183796675714;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;;32.0;;;;10.0;1;6;2;1125;4 months ago;;9;39;69;160;2017-04-07;23;2016-04-17;2017-04-02;99.0;10.0;10.0;10.0;10.0;10.0;9.0;;;strict;1.0;1.93;40.4255781069,-3.67183796676
2017-04-08;none;2015-07-10;;;1.0;1.0;Gaztambide;Gaztambide;Chamberí;28015;40.43641233889075;-3.713956417270583;Apartment;Private room;1;0.5;1.0;1.0;Real Bed;;23.0;150.0;400.0;;;1;0;1;1125;9 months ago;;0;0;0;0;2017-04-07;0;;;;;;;;;;;;flexible;1.0;;40.4364123389,-3.71395641727
2017-04-08;none;2014-10-21;99.0;;10.0;10.0;Justicia;Justicia;Centro;28004;40.42171729180056;-3.697667955786695;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;;40.0;;;90.0;25.0;2;12;2;1125;3 days ago;;14;34;56;331;2017-04-08;26;2016-07-27;2017-03-14;88.0;9.0;9.0;9.0;9.0;10.0;9.0;;;strict;9.0;3.05;40.4217172918,-3.69766795579
2017-04-08;none;2015-07-10;75.0;;3.0;3.0;Jerónimos;Jerónimos;Retiro;28014;40.41320944133764;-3.689551878750387;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;;130.0;890.0;3300.0;;;1;0;2;1125;yesterday;;24;50;80;355;2017-04-08;4;2016-03-16;2017-02-20;85.0;9.0;9.0;10.0;10.0;10.0;8.0;;;flexible;3.0;0.31;40.4132094413,-3.68955187875
2017-04-08;none;2015-09-15;100.0;;7.0;7.0;Cortes;Cortes;Centro;28012;40.41458707250736;-3.7005191391682826;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;;65.0;;;;;2;10;1;1125;2 days ago;;1;13;38;313;2017-04-08;55;2016-08-08;2017-03-24;89.0;8.0;9.0;10.0;10.0;9.0;9.0;;;strict;7.0;6.76;40.4145870725,-3.70051913917
2017-04-08;none;2016-11-23;90.0;;3.0;3.0;Villaverde;Los Rosales;Villaverde;28021;40.34676159246267;-3.68960553578367;Apartment;Shared room;1;1.0;1.0;1.0;Real Bed;;10.0;;;;15.0;1;0;1;1125;yesterday;;0;13;43;318;2017-04-08;1;2017-04-01;2017-04-01;60.0;10.0;6.0;8.0;8.0;6.0;4.0;;;strict;3.0;1.0;40.3467615925,-3.68960553578
2017-04-08;none;2014-10-05;100.0;;1.0;1.0;Embajadores;Embajadores;Centro;28012;40.40829418095365;-3.6934280622072118;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;70.0;;;;30.0;2;10;3;1125;2 weeks ago;;4;12;24;114;2017-04-08;5;2017-02-27;2017-04-06;100.0;10.0;10.0;10.0;10.0;10.0;10.0;VT 2433;;moderate;1.0;3.66;40.408294181,-3.69342806221
2017-04-08;none;2015-01-02;100.0;;1.0;1.0;;Palacio;Centro;28005;40.41175148936612;-3.711456703346563;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;;23.0;150.0;550.0;;;1;10;2;1125;3 weeks ago;;7;18;36;304;2017-04-08;103;2015-02-22;2017-04-03;95.0;9.0;9.0;10.0;10.0;10.0;10.0;;;moderate;1.0;3.98;40.4117514894,-3.71145670335
2017-04-08;none;2012-01-10;24.0;;1.0;1.0;La Latina;Palacio;Centro;28005;40.41190667304719;-3.7122347631199424;Loft;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;100.0;;;400.0;30.0;1;0;2;365;3 weeks ago;;0;0;0;96;2017-04-07;20;2016-04-25;2017-02-08;97.0;10.0;10.0;10.0;10.0;10.0;9.0;;;strict;1.0;1.72;40.411906673,-3.71223476312
2017-04-08;none;2014-01-07;100.0;;2.0;2.0;L'Antiga Esquerra de l'Eixample;l'Antiga Esquerra de l'Eixample;Eixample;08011;41.38976294545925;2.157903591335274;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;30.0;;;84.0;;1;5;3;180;today;;4;6;11;140;2017-04-08;74;2014-10-31;2017-04-03;98.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;2.0;2.49;41.3897629455,2.15790359134
2017-04-08;none;2015-11-22;100.0;;7.0;7.0;Puente de Vallecas;Numancia;Puente de Vallecas;28038;40.40080868423497;-3.6658307050443537;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;;58.0;310.0;999.0;;;1;0;3;1125;yesterday;;0;2;28;301;2017-04-08;16;2016-03-09;2016-12-11;91.0;10.0;10.0;10.0;10.0;8.0;9.0;;;strict;7.0;1.21;40.4008086842,-3.66583070504
2017-04-08;none;2016-04-26;100.0;;1.0;1.0;;Justicia;Centro;;40.42049265449226;-3.7006961161815655;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;;60.0;;;150.0;20.0;2;15;2;1125;3 days ago;;13;39;60;307;2017-04-08;17;2016-09-27;2017-02-28;96.0;10.0;10.0;10.0;10.0;10.0;10.0;;;flexible;1.0;2.63;40.4204926545,-3.70069611618
