Last Scraped;Experiences Offered;Host Since;Host Response Rate;Host Acceptance Rate;Host Listings Count;Host Total Listings Count;Neighbourhood;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Zipcode;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Calendar Updated;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Calendar last Scraped;Number of Reviews;First Review;Last Review;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;License;Jurisdiction Names;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
2017-03-15;none;2012-11-20;97.0;;68.0;68.0;;Sóller;;07100;39.767540234764255;2.7162656992129084;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;;40.0;;;100.0;60.0;2;10;1;1125;today;;9;21;32;300;2017-03-15;46;2014-12-19;2017-02-20;89.0;10.0;10.0;10.0;10.0;10.0;9.0;;;super_strict_60;63.0;1.69;39.7675402348,2.71626569921
2017-04-08;none;2015-12-16;90.0;;3.0;3.0;;Acacias;Arganzuela;28005;40.40208433042521;-3.7030147380342315;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;;19.0;;;;;1;10;1;1125;3 weeks ago;;12;42;72;73;2017-04-07;1;2016-07-23;2016-07-23;80.0;8.0;8.0;10.0;10.0;6.0;8.0;;;flexible;3.0;0.12;40.4020843304,-3.70301473803
2017-04-08;none;2014-09-19;75.0;;164.0;164.0;La Latina;Embajadores;Centro;28005;40.40885861182167;-3.7083185506925225;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;;165.0;;;200.0;50.0;4;10;2;1125;today;;8;26;54;326;2017-04-08;2;2015-09-14;2016-07-02;100.0;10.0;10.0;10.0;8.0;10.0;10.0;;;strict;145.0;0.1;40.4088586118,-3.70831855069
2017-05-09;none;2012-01-23;98.0;;21.0;21.0;Landstraße;Landstra§e;;1030;48.202540589850166;16.383273173758838;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;52.0;;;;29.0;1;10;1;1125;yesterday;;1;9;16;241;2017-05-09;83;2016-02-09;2017-04-22;87.0;9.0;9.0;9.0;9.0;9.0;9.0;;;flexible;21.0;5.46;48.2025405899,16.3832731738
2017-04-08;none;2015-06-13;100.0;;22.0;22.0;Sol;Sol;Centro;28013;40.41976407894513;-3.700694945955185;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;;95.0;;;;;2;20;3;1125;today;;9;26;50;281;2017-04-07;1;2016-07-04;2016-07-04;80.0;10.0;6.0;10.0;10.0;10.0;8.0;;;strict;13.0;0.11;40.4197640789,-3.70069494596
2017-04-08;none;2016-02-05;0.0;;1.0;1.0;Cortes;Cortes;Centro;28013;40.41828818991904;-3.698891871532448;Guesthouse;Private room;1;2.0;1.0;1.0;Real Bed;;30.0;;;;;1;0;1;1125;5 months ago;;30;60;90;365;2017-04-08;1;2016-02-10;2016-02-10;;;;;;;;;;flexible;1.0;0.07;40.4182881899,-3.69889187153
2017-04-08;none;2016-10-18;100.0;;1.0;1.0;Aluche;Aguilas;Latina;28024;40.393510233155155;-3.77117796777176;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;16.0;;;;;1;0;1;15;a week ago;;13;43;73;74;2017-04-07;13;2016-11-07;2017-03-17;88.0;9.0;9.0;10.0;10.0;9.0;9.0;;;moderate;1.0;2.55;40.3935102332,-3.77117796777
2017-04-08;none;2015-06-26;;;1.0;1.0;;Embajadores;Centro;28005;40.41078858247522;-3.7074198304108905;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;40.0;;;;10.0;1;10;1;1125;2 months ago;;0;0;0;0;2017-04-07;7;2016-05-04;2016-09-27;86.0;9.0;8.0;10.0;10.0;9.0;9.0;;;flexible;1.0;0.62;40.4107885825,-3.70741983041
2017-04-08;none;2016-07-10;100.0;;4.0;4.0;Guindalera;Guindalera;Salamanca;28028;40.4320876286974;-3.6719203917787167;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;;14.0;;;;;1;0;2;1125;2 weeks ago;;5;11;12;236;2017-04-08;47;2016-07-31;2017-03-26;91.0;9.0;9.0;9.0;9.0;9.0;9.0;;;flexible;4.0;5.6;40.4320876287,-3.67192039178
2017-04-08;none;2015-10-26;100.0;;6.0;6.0;El Viso;El Viso;Chamartín;28006;40.43905476683635;-3.6807829890963055;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;70.0;410.0;1500.0;150.0;;1;0;2;1125;5 weeks ago;;14;44;70;338;2017-04-08;24;2015-12-09;2017-03-18;74.0;8.0;8.0;9.0;9.0;9.0;7.0;;;strict;6.0;1.48;40.4390547668,-3.6807829891
2017-04-05;none;2013-02-10;;;1.0;1.0;Gare du Nord - Gare de I'Est;Entrepôt;;75010;48.883631472882996;2.3615660267188905;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;50.0;;;150.0;8.0;1;0;1;1125;3 months ago;;0;0;1;276;2017-04-05;12;2015-05-10;2016-03-25;89.0;9.0;9.0;10.0;10.0;9.0;9.0;;Paris;flexible;1.0;0.52;48.8836314729,2.36156602672
2017-03-15;none;2013-09-16;100.0;;74.0;74.0;;Campanet;;07310;39.78461866059029;2.958617309808675;House;Entire home/apt;10;5.5;5.0;11.0;Real Bed;;302.0;;;;;1;0;5;1125;today;;30;54;66;282;2017-03-15;2;2015-08-14;2015-09-09;100.0;10.0;10.0;10.0;9.0;9.0;10.0;;;strict;64.0;0.1;39.7846186606,2.95861730981
2016-05-21;none;2012-08-01;100.0;100%;2.0;2.0;Berkeley;Berkeley;;80211;39.77026136097019;-105.03770144220036;Condominium;Entire home/apt;4;1.0;2.0;3.0;Real Bed;;163.0;950.0;3680.0;300.0;80.0;2;10;5;1125;4 days ago;;13;43;73;348;2016-05-20;35;2014-04-05;2016-04-29;96.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;2.0;1.35;39.770261361,-105.037701442
2017-04-08;none;2015-05-20;100.0;;1.0;1.0;;El Viso;Chamartín;28006;40.44043310397003;-3.6901607432752863;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;80.0;;;300.0;20.0;3;15;1;1125;4 weeks ago;;0;1;27;27;2017-04-08;3;2016-10-30;2016-11-06;80.0;10.0;9.0;8.0;8.0;10.0;8.0;;;moderate;1.0;0.56;40.440433104,-3.69016074328
2017-04-08;none;2013-03-20;;;1.0;1.0;;Embajadores;Centro;28012;40.41164456109538;-3.699115490933453;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;45.0;;;;;1;0;2;1125;4 weeks ago;;0;0;0;0;2017-04-08;4;2016-03-26;2016-11-01;95.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;1.0;0.32;40.4116445611,-3.69911549093
2017-04-08;none;2016-05-19;100.0;;2.0;2.0;Embajadores;Embajadores;Centro;28012;40.407372560124585;-3.7024286120502814;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;;65.0;;;250.0;20.0;2;20;1;30;2 weeks ago;;8;19;37;294;2017-04-07;44;2016-07-25;2017-04-02;97.0;10.0;10.0;10.0;10.0;9.0;10.0;;;moderate;1.0;5.12;40.4073725601,-3.70242861205
2017-04-08;none;2015-05-17;100.0;;6.0;6.0;Embajadores;Embajadores;Centro;28012;40.408317823025925;-3.699187465885109;Other;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;70.0;;;400.0;30.0;1;0;2;1125;2 days ago;;1;12;16;285;2017-04-08;29;2016-10-22;2017-03-27;97.0;10.0;10.0;10.0;10.0;9.0;10.0;;;strict;6.0;5.15;40.408317823,-3.69918746589
2017-04-08;none;2014-05-07;100.0;;9.0;9.0;;Embajadores;Centro;28005;40.409660925476715;-3.7081933107105503;Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;;82.0;;;450.0;30.0;4;15;2;1125;2 weeks ago;;2;2;2;2;2017-04-08;0;;;;;;;;;;;;flexible;7.0;;40.4096609255,-3.70819331071
2017-05-09;none;2012-01-23;98.0;;21.0;21.0;Leopoldstadt;Leopoldstadt;;1020;48.21101630497019;16.39721590248465;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;;67.0;;;;39.0;1;15;1;1125;yesterday;;3;13;42;317;2017-05-09;96;2015-05-03;2017-04-21;86.0;9.0;8.0;9.0;9.0;9.0;9.0;;;flexible;21.0;3.9;48.211016305,16.3972159025
2017-04-08;none;2013-08-25;100.0;;2.0;2.0;;Embajadores;Centro;28012;40.409839617165005;-3.699512756618277;Loft;Private room;2;1.0;1.0;1.0;Real Bed;;26.0;142.0;420.0;;;1;10;3;1125;yesterday;;0;2;32;123;2017-04-07;13;2015-01-03;2017-01-01;95.0;9.0;10.0;10.0;10.0;10.0;10.0;;;flexible;2.0;0.47;40.4098396172,-3.69951275662
2017-04-08;none;2013-06-06;100.0;;2.0;2.0;Carabanchel;Comillas;Carabanchel;28019;40.392676465942955;-3.71216939271222;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;592.0;32.0;250.0;750.0;100.0;30.0;3;9;5;360;2 days ago;;0;0;0;232;2017-04-08;36;2015-01-03;2016-10-28;81.0;8.0;9.0;9.0;9.0;8.0;8.0;;;moderate;1.0;1.31;40.3926764659,-3.71216939271
2017-04-08;none;2015-10-19;100.0;;4.0;4.0;Almenara;Almenara;Tetuán;28029;40.4673074572471;-3.694608784874701;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;29.0;;;;;1;10;1;30;2 weeks ago;;6;19;42;301;2017-04-07;53;2016-07-14;2017-03-26;95.0;10.0;10.0;10.0;10.0;9.0;10.0;;;moderate;4.0;5.91;40.4673074572,-3.69460878487
2017-03-05;none;2015-06-16;50.0;;1.0;1.0;St. John's Wood;Camden;;NW3 4SS;51.542597925114755;-0.15646531776855294;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;30.0;220.0;800.0;100.0;30.0;1;10;7;40;9 months ago;;27;57;87;362;2017-03-05;1;2017-01-12;2017-01-12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;0.57;51.5425979251,-0.156465317769
2017-04-08;none;2015-06-28;100.0;;20.0;20.0;La Latina;Palacio;Centro;28005;40.408778039456365;-3.7123278921994016;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;100.0;;;300.0;30.0;2;12;1;1125;today;;3;17;30;305;2017-04-08;3;2016-10-22;2017-03-05;87.0;10.0;10.0;10.0;10.0;9.0;9.0;;;strict;9.0;0.53;40.4087780395,-3.7123278922
2017-04-08;none;2014-04-08;100.0;;2.0;2.0;Embajadores;Embajadores;Centro;28012;40.406708263592186;-3.6991319915812952;Apartment;Entire home/apt;8;1.0;3.0;5.0;Real Bed;;74.0;540.0;2100.0;100.0;15.0;2;15;2;30;today;;13;39;59;327;2017-04-08;26;2015-03-23;2016-12-06;82.0;8.0;9.0;9.0;10.0;9.0;9.0;VT-1719;;strict;2.0;1.04;40.4067082636,-3.69913199158
2017-04-08;none;2015-06-21;100.0;;2.0;2.0;Fuencarral-el Pardo;Valverde;Fuencarral - El Pardo;28034;40.495557649381475;-3.694672412065122;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;;55.0;320.0;900.0;;40.0;4;0;4;1125;2 weeks ago;;0;0;7;282;2017-04-08;12;2015-09-06;2017-01-31;87.0;9.0;9.0;9.0;9.0;8.0;9.0;;;strict;1.0;0.62;40.4955576494,-3.69467241207
2017-04-08;none;2015-10-22;100.0;;1.0;1.0;Castillejos;Castillejos;Tetuán;28020;40.46249865629199;-3.6962539196534583;House;Entire home/apt;9;3.0;4.0;7.0;Real Bed;;195.0;;;;;1;0;2;1125;a week ago;;13;28;43;309;2017-04-08;36;2016-05-23;2017-04-02;99.0;10.0;10.0;10.0;10.0;9.0;10.0;;;moderate;1.0;3.36;40.4624986563,-3.69625391965
2017-04-08;none;2013-09-08;100.0;;9.0;9.0;;Justicia;Centro;28004;40.42212376493989;-3.697408152580527;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;20.0;;;100.0;5.0;1;18;1;1125;4 days ago;;19;49;73;348;2017-04-08;104;2015-07-03;2017-03-26;90.0;9.0;9.0;10.0;10.0;10.0;9.0;;;strict;9.0;4.83;40.4221237649,-3.69740815258
2017-04-08;none;2017-02-23;;;38.0;38.0;Gaztambide;Gaztambide;Chamberí;28015;40.434525219864504;-3.71496713615132;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;30.0;;;200.0;30.0;1;0;7;1125;yesterday;;0;0;7;282;2017-04-08;0;;;;;;;;;;;;strict;38.0;;40.4345252199,-3.71496713615
2017-04-08;none;2015-04-10;83.0;;1.0;1.0;;Universidad;Centro;28004;40.42654853957194;-3.705186048692227;House;Entire home/apt;4;2.0;1.0;2.0;Real Bed;;90.0;;;200.0;;2;20;1;1125;4 days ago;;0;0;0;188;2017-04-07;5;2016-05-30;2016-10-09;100.0;9.0;10.0;10.0;9.0;10.0;10.0;;;strict;1.0;0.48;40.4265485396,-3.70518604869
2017-04-08;none;2011-02-05;100.0;;11.0;11.0;La Latina;Palacio;Centro;28005;40.40957832064;-3.710424831453672;Apartment;Entire home/apt;4;1.0;2.0;1.0;Real Bed;700.0;100.0;650.0;1700.0;100.0;30.0;2;10;3;365;today;;4;7;24;299;2017-04-08;50;2011-10-18;2017-03-21;92.0;9.0;9.0;10.0;10.0;10.0;9.0;;;moderate;11.0;0.75;40.4095783206,-3.71042483145
2017-04-08;none;2017-02-06;100.0;;2.0;2.0;Aluche;Cuatro Vientos;Latina;28044;40.37406092819761;-3.771319724443973;House;Private room;2;1.0;2.0;2.0;Real Bed;;18.0;;;;;1;12;1;1125;2 months ago;;0;18;48;323;2017-04-08;2;2017-03-01;2017-03-08;100.0;10.0;9.0;10.0;10.0;8.0;10.0;;;flexible;2.0;1.54;40.3740609282,-3.77131972444
2017-04-08;none;2015-02-03;100.0;;2.0;2.0;;Puerta del Angel;Latina;28011;40.41010594818982;-3.7389016829749013;Apartment;Entire home/apt;6;1.0;2.0;5.0;Real Bed;;64.0;;;;20.0;4;10;1;1125;3 days ago;;7;19;31;279;2017-04-08;80;2016-03-18;2017-03-27;92.0;9.0;9.0;10.0;10.0;9.0;9.0;;;flexible;1.0;6.2;40.4101059482,-3.73890168297
2017-04-08;none;2011-06-30;100.0;;2.0;2.0;Sol;Sol;Centro;28013;40.4192791093628;-3.703224695150337;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;75.0;490.0;1550.0;150.0;28.0;2;30;12;366;3 weeks ago;;1;1;6;96;2017-04-08;29;2014-04-12;2017-02-26;95.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;2.0;0.8;40.4192791094,-3.70322469515
2017-04-08;none;2012-09-14;100.0;;142.0;142.0;Malasaña;Universidad;Centro;28013;40.421635402361176;-3.705351948187245;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;150.0;;;250.0;77.0;2;17;3;1125;today;;9;9;9;9;2017-04-08;1;2016-11-13;2016-11-13;100.0;8.0;10.0;;10.0;;;;;strict;77.0;0.2;40.4216354024,-3.70535194819
2017-04-08;none;2014-05-28;;;1.0;1.0;Nueva España;Nueva España;Chamartín;28016;40.467472130742735;-3.678140777080241;Other;Private room;2;1.0;1.0;1.0;Real Bed;;28.0;180.0;550.0;;10.0;1;15;3;1125;8 months ago;;0;0;0;0;2017-04-08;4;2014-08-30;2015-01-18;95.0;10.0;10.0;10.0;10.0;9.0;9.0;;;moderate;1.0;0.13;40.4674721307,-3.67814077708
2017-04-08;none;2012-10-03;100.0;;12.0;12.0;Embajadores;Cortes;Centro;28012;40.41298311728541;-3.700165081183173;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;100.0;;;;;1;0;5;1125;today;;9;25;50;325;2017-04-07;4;2015-12-02;2017-01-06;80.0;10.0;9.0;10.0;10.0;10.0;8.0;;;flexible;3.0;0.24;40.4129831173,-3.70016508118
2017-04-08;none;2013-04-16;100.0;;4.0;4.0;;Cortes;Centro;;40.412149331408585;-3.695742168838252;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;;145.0;;;100.0;30.0;4;25;1;1125;yesterday;;5;11;15;243;2017-04-08;26;2016-10-01;2017-04-03;97.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;4.0;4.11;40.4121493314,-3.69574216884
2017-04-08;none;2012-06-22;100.0;;14.0;14.0;;Justicia;Centro;28004;40.422472643118226;-3.6953083369310837;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;;70.0;360.0;1300.0;200.0;40.0;2;15;5;250;today;;4;8;32;307;2017-04-08;11;2014-11-09;2017-02-02;95.0;9.0;9.0;10.0;10.0;10.0;10.0;;;moderate;12.0;0.37;40.4224726431,-3.69530833693
2017-04-08;none;2014-08-21;;;1.0;1.0;;Almenara;Tetuán;28029;40.46872447710663;-3.6917841313885615;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;;40.0;;;100.0;10.0;1;0;1;1125;18 months ago;;30;60;90;365;2017-04-07;0;;;;;;;;;;;;flexible;1.0;;40.4687244771,-3.69178413139
2017-04-08;none;2015-06-05;100.0;;3.0;3.0;Acacias;Acacias;Arganzuela;28005;40.39933145178508;-3.7014770074306917;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;59.0;;;;20.0;2;10;2;1125;3 days ago;;6;14;36;309;2017-04-08;8;2016-10-05;2017-03-19;95.0;10.0;10.0;10.0;9.0;9.0;9.0;;;strict;3.0;1.29;40.3993314518,-3.70147700743
2017-04-08;none;2016-03-06;;;14.0;14.0;Argüelles;Argüelles;Moncloa - Aravaca;28008;40.428877385094545;-3.721406348070626;House;Private room;2;0.0;1.0;2.0;Real Bed;;39.0;;;;;1;0;1;1125;7 months ago;;0;0;5;280;2017-04-08;0;;;;;;;;;;;;flexible;14.0;;40.4288773851,-3.72140634807
2017-05-03;none;2012-09-04;100.0;;1.0;1.0;;Venice;;90291;33.99553768017504;-118.47211019755022;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;78.0;;;100.0;50.0;1;0;1;1125;yesterday;;13;40;70;345;2017-05-02;21;2016-07-24;2017-04-17;95.0;10.0;10.0;10.0;10.0;10.0;10.0;;City of Los Angeles, CA;strict;1.0;2.22;33.9955376802,-118.472110198
2017-04-08;none;2011-02-23;;;1.0;1.0;;Comillas;Carabanchel;28019;40.39680120512942;-3.711150744275373;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;25.0;;;;;1;0;2;1125;13 months ago;;30;60;90;365;2017-04-08;0;;;;;;;;;;;;flexible;1.0;;40.3968012051,-3.71115074428
2017-04-08;none;2015-04-11;100.0;;3.0;3.0;La Latina;Palacio;Centro;28005;40.41104526131139;-3.710854098898605;Bed & Breakfast;Private room;2;2.0;1.0;1.0;Real Bed;;30.0;200.0;;;5.0;1;15;1;1125;a week ago;;9;20;43;193;2017-04-08;120;2015-04-22;2017-04-02;94.0;9.0;10.0;10.0;10.0;10.0;9.0;;;moderate;3.0;5.01;40.4110452613,-3.7108540989
2017-04-08;none;2014-09-18;98.0;;46.0;46.0;Bellas Vistas;Bellas Vistas;Tetuán;28039;40.44802008735822;-3.7067903739509007;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;30.0;;;100.0;60.0;1;5;1;1125;today;;8;8;17;292;2017-04-08;3;2016-07-02;2016-11-30;73.0;10.0;8.0;10.0;10.0;7.0;9.0;;;moderate;44.0;0.32;40.4480200874,-3.70679037395
2017-04-08;none;2016-07-06;100.0;;1.0;1.0;;Pacífico;Retiro;28007;40.40567064695878;-3.675372169233307;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;;80.0;;;150.0;30.0;3;10;2;30;2 weeks ago;;7;19;32;117;2017-04-07;10;2016-12-11;2017-04-03;94.0;10.0;10.0;10.0;10.0;9.0;10.0;;;moderate;1.0;2.52;40.405670647,-3.67537216923
2017-04-08;none;2016-07-17;100.0;;1.0;1.0;Fuente del Berro;Fuente del Berro;Salamanca;28028;40.42534592433461;-3.6680162608633573;Condominium;Entire home/apt;8;2.0;2.0;5.0;Real Bed;;140.0;;;150.0;30.0;4;25;1;3;4 days ago;;10;16;20;264;2017-04-08;8;2016-08-21;2017-03-05;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;1.0;1.04;40.4253459243,-3.66801626086
2017-04-08;none;2013-12-10;100.0;;2.0;2.0;;Embajadores;Centro;28012;40.407324718470434;-3.7006600238093688;House;Private room;2;1.0;1.0;1.0;Real Bed;;38.0;200.0;;100.0;15.0;1;0;1;1125;4 days ago;;17;47;77;167;2017-04-08;5;2016-04-17;2016-12-01;80.0;8.0;10.0;10.0;10.0;10.0;9.0;;;strict;1.0;0.42;40.4073247185,-3.70066002381
2017-04-08;none;2011-08-05;100.0;;9.0;9.0;Justicia;Justicia;Centro;28004;40.42444476567653;-3.6987105542961096;Apartment;Entire home/apt;7;1.0;3.0;5.0;Real Bed;;65.0;;;200.0;45.0;2;20;2;15;yesterday;;4;16;30;292;2017-04-08;78;2014-11-30;2017-03-26;93.0;9.0;10.0;10.0;10.0;10.0;9.0;;;moderate;9.0;2.72;40.4244447657,-3.6987105543
2017-04-04;none;2016-01-29;;;1.0;1.0;Newtown/Enmore;Marrickville;;2042;-33.89950481077799;151.1691512045795;House;Private room;2;2.0;1.0;1.0;Real Bed;;71.0;;;;;1;0;10;1125;5 months ago;;0;0;0;0;2017-04-04;11;2016-07-31;2016-11-27;96.0;10.0;9.0;10.0;10.0;10.0;10.0;;;moderate;1.0;1.33;-33.8995048108,151.169151205
2017-04-08;none;2015-09-22;100.0;;6.0;6.0;;Los Rosales;Villaverde;28021;40.351937121681964;-3.6897738887633262;Apartment;Private room;3;1.5;1.0;3.0;Real Bed;;16.0;;;;;1;10;1;1125;a week ago;;8;35;61;148;2017-04-07;18;2015-11-10;2016-09-18;90.0;9.0;9.0;9.0;9.0;8.0;9.0;;;strict;6.0;1.05;40.3519371217,-3.68977388876
2017-04-08;none;2016-08-12;96.0;;39.0;39.0;Cortes;Cortes;Centro;28014;40.41198889206964;-3.695608408123073;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;89.0;;;;;1;0;1;1125;today;;15;44;74;257;2017-04-08;0;;;;;;;;;;;;flexible;29.0;;40.4119888921,-3.69560840812
2017-04-08;none;2015-01-28;90.0;;2.0;2.0;Puente de Vallecas;San Diego;Puente de Vallecas;28053;40.39589770888212;-3.665560250618719;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;;50.0;300.0;1000.0;300.0;30.0;2;0;5;1125;4 days ago;;17;17;21;296;2017-04-08;4;2015-02-14;2016-07-27;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;2.0;0.15;40.3958977089,-3.66556025062
2017-04-08;none;2016-08-28;100.0;;1.0;1.0;San Blas;Salvador;San Blas - Canillejas;28027;40.44171954680843;-3.6324898981871545;Other;Private room;2;1.0;1.0;1.0;Real Bed;;22.0;;;;;2;15;2;1125;2 months ago;;0;0;4;279;2017-04-07;10;2016-10-24;2017-01-15;96.0;10.0;9.0;10.0;10.0;9.0;9.0;;;moderate;1.0;1.8;40.4417195468,-3.63248989819
2017-04-08;none;2013-11-20;100.0;;2.0;2.0;Pacifico;Pacífico;Retiro;28007;40.40416892090805;-3.6779965853259857;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;;18.0;;;;;1;10;3;1125;4 days ago;;0;17;47;104;2017-04-07;0;;;;;;;;;;;;moderate;2.0;;40.4041689209,-3.67799658533
2017-04-08;none;2014-04-15;46.0;;2.0;2.0;Fuente del Berro;Fuente del Berro;Salamanca;28028;40.423397069633495;-3.667619410471632;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;;40.0;;;;15.0;1;20;1;1125;today;;24;54;84;174;2017-04-08;1;2017-02-28;2017-02-28;80.0;6.0;6.0;8.0;6.0;8.0;8.0;;;strict;2.0;0.75;40.4233970696,-3.66761941047
2017-04-08;none;2013-10-29;97.0;;8.0;8.0;;Universidad;Centro;28004;40.42471184166825;-3.706067562212143;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;30.0;220.0;800.0;;15.0;1;10;1;1125;today;;4;5;31;306;2017-04-08;37;2014-03-10;2017-02-25;95.0;10.0;10.0;10.0;10.0;10.0;9.0;;;moderate;8.0;0.99;40.4247118417,-3.70606756221
2017-04-08;none;2016-01-12;99.0;;207.0;207.0;La Nova Esquerra de l'Eixample;la Nova Esquerra de l'Eixample;Eixample;08015;41.380762388814865;2.14427816335434;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;;100.0;;;;;1;0;2;1125;2 weeks ago;;0;0;0;0;2017-04-08;1;2016-12-25;2016-12-25;100.0;10.0;10.0;10.0;10.0;8.0;10.0;;;strict;92.0;0.29;41.3807623888,2.14427816335
2017-04-08;none;2014-01-17;100.0;;1.0;1.0;Cortes;Cortes;Centro;28014;40.41282939499062;-3.695722263581237;House;Entire home/apt;5;2.0;2.0;2.0;Real Bed;;130.0;;;150.0;40.0;1;0;2;1125;2 months ago;;14;21;46;321;2017-04-08;1;2017-04-03;2017-04-03;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;1.0;1.0;40.412829395,-3.69572226358
2017-04-08;none;2012-07-25;100.0;;10.0;10.0;Malasaña;Universidad;Centro;28004;40.42290502136986;-3.7064695301409447;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;89.0;;;250.0;25.0;1;0;2;1125;today;;2;3;9;209;2017-04-08;1;2016-05-15;2016-05-15;80.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;5.0;0.09;40.4229050214,-3.70646953014
2017-04-08;none;2015-01-11;0.0;;1.0;1.0;;Palos de Moguer;Arganzuela;;40.40305004434075;-3.6958901651390574;House;Private room;2;1.5;1.0;1.0;Real Bed;;35.0;;;;;1;10;1;1125;7 months ago;;30;60;90;365;2017-04-08;0;;;;;;;;;;;;flexible;1.0;;40.4030500443,-3.69589016514
2017-04-05;none;2014-02-26;;;1.0;1.0;;Élysée;;75008;48.877748515743846;2.3193622688143547;Apartment;Shared room;1;1.0;1.0;1.0;Pull-out Sofa;;55.0;;;;;1;0;1;1125;5 months ago;;0;0;0;0;2017-04-05;1;2016-06-03;2016-06-03;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;Paris;flexible;1.0;0.1;48.8777485157,2.31936226881
2017-04-08;none;2014-09-22;86.0;;1.0;1.0;;Rios Rosas;Chamberí;28003;40.440105353068006;-3.7004172225866254;House;Private room;2;1.0;1.0;1.0;Real Bed;;20.0;;;;;1;10;4;1125;5 weeks ago;;6;36;66;341;2017-04-07;5;2016-01-26;2016-04-01;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;0.34;40.4401053531,-3.70041722259
2017-04-08;none;2015-04-29;100.0;;1.0;1.0;;Justicia;Centro;28004;40.42122682652143;-3.6964414795405034;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;49.0;;;;;1;0;1;1125;today;;13;40;70;345;2017-04-08;14;2016-06-26;2017-03-05;97.0;10.0;10.0;10.0;10.0;10.0;10.0;;;flexible;1.0;1.46;40.4212268265,-3.69644147954
